province,municipality,party,ward_list_order,seat_category,surname,full_name,seat_type
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,21201032,Ward,GENYANE,CELIWE,LC ward
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(1),PR,MAJAVU,BABALWA,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(2),PR,NQWENA,NOMXOLISI,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(3),PR,MAKAPELA,MIRRIAM KUNGEKA,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(4),PR,NKOMONYE,NOLUSINDISO,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(5),PR,NGOMTHI,NOLUMANYANO NTOMBENKOSI,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(6),PR,APLENI,NOMBONGO,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(7),PR,NDAULE,FIKISWA,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(8),PR,TYODANA,XOLISWA MORRIN,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(9),PR,GXAMTWANA,NOLUNDI,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(10),PR,MGEDESI,NOMVUYISEKO,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(11),PR,KONDILE,PAKAMA PATRICIA,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(12),PR,MANTSHIYOSE,LUDWE,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(13),PR,MKHEDAMO,NOMABANDLA MIRRIAM,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(14),PR,JANDA,SAMKELO NICHOLAS,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN NATIONAL CONGRESS,PR(15),PR,GANDA,NOSIPHO,LC PR
Eastern Cape,EC121 - Mbhashe,AFRICAN TRANSFORMATION MOVEMENT,PR(1),PR,MONGEZI,NYAMEKA,LC PR
Eastern Cape,EC121 - Mbhashe,ALLIANCE FOR TRANSFORMATION FOR ALL,PR(1),PR,JAFTA,MANGALISO SABELO,LC PR
Eastern Cape,EC121 - Mbhashe,BATHO PELE MOVEMENT,PR(1),PR,SIDLOVA,NOZUKO NCUMISA,LC PR
Eastern Cape,EC121 - Mbhashe,DEMOCRATIC ALLIANCE,PR(1),PR,MBIKO,FEZEKA,LC PR
Eastern Cape,EC121 - Mbhashe,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MATSHOBENI,ASANDA,LC PR
Eastern Cape,EC121 - Mbhashe,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,DUMEZWENI,BONGANI,LC PR
Eastern Cape,EC121 - Mbhashe,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,MDINISO,LETHU,LC PR
Eastern Cape,EC121 - Mbhashe,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,MBOXELA,ZANELE,LC PR
Eastern Cape,EC121 - Mbhashe,INDEPENDENT CANDIDATE,21201028,Ward,MSARO,PHUMZILE,LC ward
Eastern Cape,EC121 - Mbhashe,PAN AFRICANIST CONGRESS OF AZANIA,PR(1),PR,GWESHA,MPENDULO HERBERT,LC PR
Eastern Cape,EC121 - Mbhashe,UNITED DEMOCRATIC MOVEMENT,21201025,Ward,MAGATYA,NOKANYO,LC ward
Eastern Cape,EC121 - Mbhashe,UNITED DEMOCRATIC MOVEMENT,PR(1),PR,NDLODAKA,NKOSINATHI NICHOLAS,LC PR
Eastern Cape,EC121 - Mbhashe,UNITED DEMOCRATIC MOVEMENT,PR(2),PR,MAHLATI,NTSIKELELO,LC PR
Eastern Cape,EC121 - Mbhashe,UNITED DEMOCRATIC MOVEMENT,PR(3),PR,TYELINGANYE,NOLUVO,LC PR
Eastern Cape,EC121 - Mbhashe,UNITED DEMOCRATIC MOVEMENT,PR(4),PR,MBONELI,USIVILE,LC PR
Eastern Cape,EC121 - Mbhashe,UNITED DEMOCRATIC MOVEMENT,PR(5),PR,TETYANA,MZIMKULU,LC PR
Eastern Cape,EC121 - Mbhashe,UNITED DEMOCRATIC MOVEMENT,PR(6),PR,MHLATHI,YOLISWA GRISSEL,LC PR
Eastern Cape,EC121 - Mbhashe,UNITED DEMOCRATIC MOVEMENT,PR(7),PR,MATITI,LIVINGSTONE,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN INDEPENDENT CONGRESS,PR(1),PR,MAGANDANA,SINDILE,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202001,Ward,BALEKA,NOMTANDAZO,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202002,Ward,MAGWENTSHU,NOKUBONGA NOELINE,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202003,Ward,NDIMA,MKHUSELI,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202004,Ward,PALISO,NOSISI,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202005,Ward,XABELA,MAWANDE,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202006,Ward,NTAMO,PATIENCE NOMAZIZI,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202007,Ward,MENA,NTOMBOXOLO,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202008,Ward,NGINDANA,LUYOLO,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202009,Ward,KABANE,MZIMASI AUGUSTUS,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202010,Ward,MTINTSILANA,NTOMBIZIVELILE THELMA,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202011,Ward,MAWISA,ZITHOBILE,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202012,Ward,TETANA,LAURENCE LINDILE,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202013,Ward,MAGOBIANE,MBONELELI MICHAEL,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202014,Ward,MGQALELO,NOLUMANYANO LADY-GRACE,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202015,Ward,NCETEZO,SITHEMBISO,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202016,Ward,MAPUTENI,SITHETHI,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202017,Ward,PUPUMA,XOLISA INNOCENT,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202018,Ward,DYANTYI,LUNGA,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202019,Ward,NKEHLE,VUYELWA,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202020,Ward,GOBENI,KWANDISWA,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202021,Ward,NTSHONGA,GOODMAN TANDIKAYA,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202022,Ward,KWAZA,ZAKHELE EDWARD,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202023,Ward,MJAMBA,XABISO LEON,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202024,Ward,NTSALI,MPUTHUMI ANDREW,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202025,Ward,GAZI,VUYANI JACKIE,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202026,Ward,ZONDANI,BUKIWE,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202027,Ward,MDULI,JOHNSON JONATHAN TAMSANQA,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202028,Ward,MBOVANE,PHUMZILE MICHAEL,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202029,Ward,TANGANA,MLUNGISELELI HICHWAY,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202030,Ward,NDABAMBI,PUMLA,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202031,Ward,MBUKU,NANGAMSO,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,21202032,Ward,JIZANA,TEMBISA,LC ward
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(1),PR,MNQWAZI,MAGNET ZIBUTHE,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(2),PR,MGANDELA,LUXOLO,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(3),PR,MANXILA-NKAMISA,TUNYISWA,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(4),PR,SHELENI,NOKWANDA,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(5),PR,LAYITI,NOKUZOLA,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(6),PR,BIKITSHA,TOBEKA,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(7),PR,QABA,MONICA,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(8),PR,SOBEKWA,ZODIDI,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(9),PR,SIGWADI,NOMZEKELO,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(10),PR,MNQOKOYI,ZIKHETHELE,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(11),PR,TSHONA,NOMFUNDISO RIA,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(12),PR,MATUTU,SISA,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN NATIONAL CONGRESS,PR(13),PR,NTYINKALA,THANDEKA,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN TRANSFORMATION MOVEMENT,PR(1),PR,MZONGWANA,NTOMBIZANELE JOYCE,LC PR
Eastern Cape,EC122 - Mnquma,AFRICAN TRANSFORMATION MOVEMENT,PR(2),PR,FUTYWANA,NGQAKUMBANA,LC PR
Eastern Cape,EC122 - Mnquma,BATHO PELE MOVEMENT,PR(1),PR,BOMELA,ZAMA,LC PR
Eastern Cape,EC122 - Mnquma,CONGRESS OF THE PEOPLE,PR(1),PR,NTONGANA,WEBSTER MBASA,LC PR
Eastern Cape,EC122 - Mnquma,DEMOCRATIC ALLIANCE,PR(1),PR,NTOLOSI,NOMAWABO,LC PR
Eastern Cape,EC122 - Mnquma,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,KENDLE,NONQABA HAZEL,LC PR
Eastern Cape,EC122 - Mnquma,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,MANXODIDI,VUYANI,LC PR
Eastern Cape,EC122 - Mnquma,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,NOHESI,NTOMBOKUQALA,LC PR
Eastern Cape,EC122 - Mnquma,ECONOMIC FREEDOM FIGHTERS,PR(4),PR,SOYEZA,ASANDILE,LC PR
Eastern Cape,EC122 - Mnquma,ECONOMIC FREEDOM FIGHTERS,PR(5),PR,NOGAGA-MPUMPULA,NONTYATYAMBO,LC PR
Eastern Cape,EC122 - Mnquma,PAN AFRICANIST CONGRESS OF AZANIA,PR(1),PR,MASEKWANA,MALIBONGWE,LC PR
Eastern Cape,EC122 - Mnquma,PAN AFRICANIST CONGRESS OF AZANIA,PR(2),PR,NCUKANA,CHULILE,LC PR
Eastern Cape,EC122 - Mnquma,UNITED DEMOCRATIC MOVEMENT,PR(1),PR,GIDIGIDI,THOBILE BENJAMIN,LC PR
Eastern Cape,EC122 - Mnquma,UNITED DEMOCRATIC MOVEMENT,PR(2),PR,FILTANE,CYNTHIA NOMSA,LC PR
Eastern Cape,EC122 - Mnquma,UNITED DEMOCRATIC MOVEMENT,PR(3),PR,MKHILILI,MBULELO,LC PR
Eastern Cape,EC122 - Mnquma,UNITED DEMOCRATIC MOVEMENT,PR(4),PR,TYANDELA,ZOLANI,LC PR
Eastern Cape,EC122 - Mnquma,UNITED DEMOCRATIC MOVEMENT,PR(5),PR,MAPUTUMA,LEA LOURINE,LC PR
Eastern Cape,EC123 - Great Kei,AFRICAN NATIONAL CONGRESS,21203001,Ward,PAKAMILE,SIPIWO HONEY,LC ward
Eastern Cape,EC123 - Great Kei,AFRICAN NATIONAL CONGRESS,21203002,Ward,NZUZO,ZOLANI MZWANELE,LC ward
Eastern Cape,EC123 - Great Kei,AFRICAN NATIONAL CONGRESS,21203003,Ward,NJANYA,MONWABISE GEORGE,LC ward
Eastern Cape,EC123 - Great Kei,AFRICAN NATIONAL CONGRESS,21203004,Ward,TWANI,MZOLI,LC ward
Eastern Cape,EC123 - Great Kei,AFRICAN NATIONAL CONGRESS,21203005,Ward,PATULUKO,ZUKO,LC ward
Eastern Cape,EC123 - Great Kei,AFRICAN NATIONAL CONGRESS,21203006,Ward,SINQANA,WIVER,LC ward
Eastern Cape,EC123 - Great Kei,AFRICAN NATIONAL CONGRESS,21203007,Ward,TSHALI,ZOLA,LC ward
Eastern Cape,EC123 - Great Kei,AFRICAN NATIONAL CONGRESS,PR(1),PR,TEKILE,NGENISILE WELLINGTON,LC PR
Eastern Cape,EC123 - Great Kei,AFRICAN NATIONAL CONGRESS,PR(2),PR,MGEMA,NTOMBIZANELE PRINCESS,LC PR
Eastern Cape,EC123 - Great Kei,DEMOCRATIC ALLIANCE,PR(1),PR,JACOBS,SHARNE MURIEL,LC PR
Eastern Cape,EC123 - Great Kei,DEMOCRATIC ALLIANCE,PR(2),PR,KYRIACOS,PANAJIOTAKI GEORGE,LC PR
Eastern Cape,EC123 - Great Kei,DEMOCRATIC ALLIANCE,PR(3),PR,NORMAN,CHARLEEN CHARMAINE,LC PR
Eastern Cape,EC123 - Great Kei,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MATSHOBA,MALIXOLE MAXWELL ERIC,LC PR
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204001,Ward,MKIVA,NOSIPHO CYNTHIA,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204002,Ward,QONTO,ZUKISA ANDA,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204003,Ward,NYANGWA,NONTEMBISO,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204004,Ward,CHARLIE,NONKANYISO,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204005,Ward,KLAAS,NOMVUYO ZELNA,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204006,Ward,BUSAKWE,MANDLENKOSI,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204008,Ward,NETI,XOLISWA,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204009,Ward,NQINI,MOSLINA,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204010,Ward,NEKU,MBEKO,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204011,Ward,SIDINANA,NGENANIMAZIZI ORSMOND,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204012,Ward,SIMANDLA,PHATHUXOLO ABLE,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204013,Ward,NCEVU,NICHOLAS,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204014,Ward,MAWENI,MELIKAYA ELLIOTT,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,21204015,Ward,SALAZE,NOMFUNEKO,LC ward
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,PR(1),PR,MGUNCULU,ONKE,LC PR
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,PR(2),PR,KATO-MANYIKA,NOBATHEMBU ANGELINE,LC PR
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,PR(3),PR,TOKWE,XOLA MOSES,LC PR
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,PR(4),PR,QABA,PATEKA,LC PR
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,PR(5),PR,XONGWANA,BUSISA,LC PR
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,PR(6),PR,ONCEYA-SAUTI,PATIENCE NOMONDE,LC PR
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,PR(7),PR,NONGQAYI,NOMAKOSAZANA CALPURNIA,LC PR
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,PR(8),PR,HOBO,AGNES,LC PR
Eastern Cape,EC124 - Amahlathi,AFRICAN NATIONAL CONGRESS,PR(9),PR,MLAHLEKI,NOKUZOLA PATRICIA,LC PR
Eastern Cape,EC124 - Amahlathi,AFRICAN PEOPLE'S CONVENTION,PR(1),PR,MJANDANA,NTOMBIZONKE VIVIAN,LC PR
Eastern Cape,EC124 - Amahlathi,DEMOCRATIC ALLIANCE,PR(1),PR,PICKERING,RICHARD BRENNAND,LC PR
Eastern Cape,EC124 - Amahlathi,DEMOCRATIC ALLIANCE,PR(2),PR,NGXAKANGXAKA,NDILEKA,LC PR
Eastern Cape,EC124 - Amahlathi,DEMOCRATIC ALLIANCE,PR(3),PR,BALINDLELA,THAMSANQA,LC PR
Eastern Cape,EC124 - Amahlathi,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,MBULANA,NELISWA MARGARET,LC PR
Eastern Cape,EC124 - Amahlathi,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,GANTSHO,MASIXOLE,LC PR
Eastern Cape,EC124 - Amahlathi,INDEPENDENT CANDIDATE,21204007,Ward,MFULANA,ZAMUXOLO EMMANUEL,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,21206001,Ward,GQO,MFUNDO,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,21206002,Ward,NODALA,PHUMZA,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,21206003,Ward,NTABENI,BULELA BENSON,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,21206004,Ward,NTSUNGUZI,NOMFUNDO AGNES,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,21206005,Ward,LAWU,NTOMBETHEMBA,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,21206006,Ward,MHLAKANE,SIPHOKAZI GIFTINA,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,21206007,Ward,LUZIPHO,MLUNGISELELI,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,21206008,Ward,DYALIVANI-TOTYI,NANDIPHA,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,21206009,Ward,MTATI,NOMZAMO,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,21206010,Ward,CINYWA-MCOBOKI,LINDELWA ETHEL,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,21206012,Ward,NCANYWA,DANISWA,LC ward
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,PR(1),PR,JAKO,NONDYEBO MILDRED,LC PR
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,PR(2),PR,SETI,NOMHLE BEAUTY,LC PR
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,PR(3),PR,MANELI,SANGA SIYABULELA,LC PR
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,PR(4),PR,DINGINTO,THOBEKA SYLVIA,LC PR
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,PR(5),PR,MDABULA,LINDIWE,LC PR
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,PR(6),PR,MLOTHANA,NCEDO,LC PR
Eastern Cape,EC126 - Ngqushwa,AFRICAN NATIONAL CONGRESS,PR(7),PR,NODIKIDA,PATRICIA ANATHI,LC PR
Eastern Cape,EC126 - Ngqushwa,DEMOCRATIC ALLIANCE,PR(1),PR,TAYLOR,ROBYN COLLEEN,LC PR
Eastern Cape,EC126 - Ngqushwa,ECONOMIC FREEDOM FIGHTERS,PR(1),PR,NOMATYE,LADUMA,LC PR
Eastern Cape,EC126 - Ngqushwa,ECONOMIC FREEDOM FIGHTERS,PR(2),PR,NDONGA,ZOLANI,LC PR
Eastern Cape,EC126 - Ngqushwa,ECONOMIC FREEDOM FIGHTERS,PR(3),PR,HEMPE,NOMANDITHINI,LC PR
Eastern Cape,EC126 - Ngqushwa,INDEPENDENT CANDIDATE,21206011,Ward,MAGINI,XOLANI,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN INDEPENDENT CONGRESS,PR(1),PR,HANS,NOLUSINDISO BRENDA,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209001,Ward,RUSELO,PRIMROSE NOSIPO,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209002,Ward,MATAYO,MZIMKHULU,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209003,Ward,KLEY,SINOVUYO,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209004,Ward,DYANTYI,XOLANI,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209005,Ward,TSOTSA,MASIXOLE,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209006,Ward,NGCUME,UNATHI,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209008,Ward,ZIZI,EVELYN NOMPUCUKO,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209009,Ward,QUILIE,NKUTHALO GIDEON,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209010,Ward,XEGO,SIMON JUSTICE,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209011,Ward,NQALA,LUXOLO,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209013,Ward,MAGXWALISA,SINDISWA,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209014,Ward,MASHENGQANA,SONGEZO,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209015,Ward,KLAAS,NTOMBOMZI,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209016,Ward,ZAMO,MONWABISI MOSES,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209017,Ward,MATYOLO,LIZIWE FAITH,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209018,Ward,MJO,THOBEKA PRISCILLA,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209019,Ward,TOKWE,SINDISWA CYNTHIA,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209021,Ward,TUKANI,MASIXOLE JONATHAN,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209022,Ward,YANTA,NOLIZWI NOMACWERA,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,21209023,Ward,MAHLEZA,MPHO,LC ward
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(1),PR,TYHALI,BUKELWA SHARON,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(2),PR,SANGO,NOMHLE BEAUTY,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(3),PR,MLAMLA,NONKAZIMLO PRIMROSE,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(4),PR,MJAKUCA,SINETHEMBA,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(5),PR,RASMENI,ZINGISWA MODELIA,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(6),PR,ZUKA,SITHEMBELE MICHAEL,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(7),PR,TYALI,ZIKHONA,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(8),PR,NTSANGANI,ANELE WINIFRED,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(9),PR,QAWU,MILLICENT NONKOLISEKO,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(10),PR,BANTAM,ELTEN,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(11),PR,NTENGU,PATRICIA,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(12),PR,NGAYE,THOZAMA,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,AFRICAN NATIONAL CONGRESS,PR(13),PR,SABANE,PORTIA,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,DEMOCRATIC ALLIANCE,PR(1),PR,LOMBARD,ERNST,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,DEMOCRATIC ALLIANCE,PR(2),PR,AULD,CECILIA ANNE,LC PR
Eastern Cape,EC129 - Raymond Mhlaba,DEMOCRATIC ALLIANCE,PR(3),PR,BALISO,KAYALETHU,LC PR
